productid	date	discountprice
21525	2006-01-21	44.10
21526	2004-07-21	194.51
21526	2010-10-26	194.51
21527	2004-07-05	5.24
21528	2009-07-20	118.57
21529	2001-09-22	25.64
21531	2001-11-05	389.09
21531	2004-04-19	363.24
21531	2007-08-04	383.72
21532	2000-11-06	295.73
21532	2009-10-04	337.24
21532	2010-01-29	298.60
21533	2001-04-09	37.62
21533	2006-06-19	27.30
21533	2010-11-09	38.70
21534	2001-11-23	287.73
21534	2008-08-08	287.73
21535	2004-06-28	131.90
21536	2008-12-25	296.90
21536	2011-10-18	298.06
21537	2008-12-16	236.32
21537	2011-08-31	243.41
21538	2000-11-29	23.21
21538	2005-06-07	33.52
21538	2006-03-24	21.17
21539	2000-09-22	78.21
21539	2002-09-26	93.12
21539	2004-08-11	104.19
21540	2000-03-08	479.05
21540	2008-07-01	479.05
21541	2006-01-28	111.36
21543	2002-08-28	68.72
21544	2003-03-16	32.24
21544	2003-09-04	33.82
21544	2009-03-06	32.39
21545	2008-12-03	17.68
21545	2012-03-27	20.35
21546	2011-03-20	33.56
21547	2002-08-22	239.38
21547	2003-07-29	342.32
21547	2010-02-25	266.08
21547	2010-03-29	216.37
21548	2000-10-24	188.98
21548	2005-03-12	188.98
21548	2008-09-25	188.98
21549	2004-11-29	445.57
21549	2010-09-17	445.57
21550	2006-10-06	415.15
21551	2006-11-21	175.74
21552	2003-06-08	222.90
21552	2009-07-28	186.38
21552	2009-07-30	267.75
21554	2007-02-24	34.50
21554	2008-09-05	30.60
21555	2000-11-24	407.17
21555	2004-12-07	289.32
21556	2007-02-25	429.85
21557	2003-09-21	27.69
21557	2004-11-02	26.06
21557	2011-11-20	18.33
21559	2008-05-12	5.06
21560	2008-03-08	122.18
21561	2007-11-22	260.86
21561	2008-08-17	290.68
21562	2001-01-27	33.48
21563	2002-07-27	119.89
21565	2002-01-19	162.26
21565	2002-06-03	169.81
21565	2010-09-24	124.27
21566	2001-08-12	166.84
21566	2011-05-21	158.01
21568	2006-10-03	48.48
21569	2000-06-10	62.14
21569	2004-04-18	56.07
21570	2006-01-05	120.66
21570	2010-06-30	93.02
21572	2005-08-23	142.22
21573	2001-12-13	212.51
21574	2007-12-21	166.58
21574	2009-11-11	198.95
21575	2004-07-25	202.33
21576	2011-10-01	68.54
21577	2005-03-08	133.91
21577	2009-05-31	129.54
21577	2011-03-02	140.76
21577	2011-11-01	101.92
21578	2009-07-25	23.46
21580	2008-09-28	390.43
21580	2011-03-31	420.72
21581	2001-12-16	232.98
21581	2001-12-31	287.66
21581	2005-12-11	242.83
21581	2006-08-12	271.02
21583	2011-11-01	158.02
21584	2000-03-16	64.23
21585	2002-05-04	120.38
21586	2006-04-08	78.35
21586	2006-09-25	80.21
21587	2004-05-07	66.94
21588	2004-03-06	23.19
21589	2004-11-19	351.08
21589	2011-11-03	351.08
21590	2001-12-09	106.25
21590	2011-01-15	106.38
21591	2009-10-02	106.92
21591	2010-09-26	137.79
21592	2002-07-15	91.96
21592	2003-06-19	98.97
21592	2009-02-21	160.96
21592	2010-11-08	173.67
21593	2000-11-18	33.51
21593	2005-05-16	20.69
21593	2012-02-06	22.86
21594	2005-07-21	15.49
21594	2009-03-01	19.21
21594	2010-05-14	20.52
21595	2011-06-13	59.41
21596	2000-04-06	455.40
21596	2005-10-15	426.30
21597	2004-03-05	90.75
21597	2005-02-26	92.68
21598	2008-04-06	29.15
21599	2003-05-18	137.93
21600	2007-01-13	62.10
21600	2010-01-04	87.52
21601	2001-03-06	168.16
21601	2005-03-15	146.95
21601	2005-06-26	168.69
21601	2009-04-25	197.89
21602	2004-01-15	211.03
21602	2010-01-13	257.50
21603	2003-11-26	76.20
21604	2001-11-06	47.49
21604	2007-01-19	50.01
21605	2008-01-30	141.91
21606	2011-10-16	21.10
21606	2012-01-06	15.69
21608	2001-01-04	317.07
21608	2002-10-19	278.36
21608	2006-12-18	234.48
21609	2005-11-07	260.02
21610	2002-02-07	263.21
21610	2008-09-19	263.21
21611	2002-01-12	200.67
21611	2004-03-09	225.78
21611	2007-09-14	238.11
21612	2009-11-22	382.26
21613	2005-11-23	105.88
21613	2011-06-19	101.95
21614	2008-09-01	12.80
21615	2001-09-05	331.25
21615	2008-02-20	381.46
21615	2008-12-11	387.29
21616	2000-03-02	20.06
21616	2004-07-04	37.23
21616	2009-06-17	21.09
21618	2002-04-14	12.57
21618	2007-05-29	15.86
21618	2009-04-17	15.75
21619	2000-06-07	51.48
21620	2002-05-01	111.52
21620	2010-09-07	64.18
21620	2011-07-02	131.46
21623	2011-08-01	68.71
21624	2010-01-02	150.27
21624	2010-10-06	223.43
21626	2005-05-03	320.64
21626	2005-07-20	320.64
21627	2006-09-18	93.17
21627	2007-09-30	93.17
21628	2011-12-18	326.70
21629	2007-09-11	162.39
21629	2012-02-02	234.98
21630	2004-08-04	237.24
21630	2004-11-21	239.83
21631	2002-12-30	36.47
21631	2006-06-01	37.73
21632	2004-09-04	102.56
21632	2004-09-18	108.50
21633	2012-03-20	374.78
21634	2002-10-04	113.43
21634	2011-08-04	110.55
21635	2010-08-22	124.68
21635	2010-10-27	134.62
21636	2012-03-07	97.44
21637	2000-07-23	130.19
21637	2000-12-29	92.07
21638	2005-03-30	278.07
21640	2002-10-19	95.00
21640	2008-10-08	107.39
21641	2002-08-06	150.63
21641	2004-12-19	204.01
21641	2005-06-05	156.80
21641	2006-08-01	211.66
21641	2006-10-11	176.55
21641	2010-03-19	197.28
21642	2011-09-19	92.41
21644	2002-07-18	34.86
21644	2002-12-27	20.22
21644	2003-08-27	16.57
21645	2004-07-19	182.54
21645	2005-07-31	273.62
21645	2009-01-05	231.70
21646	2002-07-12	298.39
21646	2009-03-01	298.39
21647	2001-06-13	216.18
21647	2008-04-13	146.86
21648	2007-06-30	22.45
21648	2011-10-10	23.87
21650	2004-03-27	28.76
21651	2003-08-27	68.75
21651	2003-11-26	51.92
21652	2000-05-01	55.85
21653	2005-10-01	164.47
21653	2006-01-01	140.03
21653	2011-08-23	113.29
21654	2008-09-12	303.49
21655	2002-08-26	222.17
21655	2004-08-11	226.86
21655	2008-10-29	263.04
21656	2006-11-16	262.87
21659	2000-08-26	446.49
21660	2005-06-01	223.41
21660	2006-09-21	204.23
21660	2008-09-27	270.85
21660	2010-05-24	291.89
21660	2011-02-10	320.41
21663	2002-07-05	146.37
21663	2008-03-05	127.49
21663	2009-09-16	146.37
21663	2010-10-09	146.37
21664	2005-04-18	92.10
21664	2005-10-02	74.34
21664	2005-12-31	82.35
21664	2006-05-28	87.01
21665	2008-08-19	182.27
21665	2009-03-22	186.46
21666	2003-01-05	244.01
21666	2003-06-19	244.01
21667	2008-12-14	108.55
21668	2003-03-22	273.62
21668	2003-04-30	258.09
21668	2012-04-11	267.64
21669	2009-07-01	259.93
21669	2009-08-27	259.93
21671	2004-12-21	343.62
21671	2011-05-08	343.62
21672	2004-05-25	21.08
21672	2004-10-25	20.11
21673	2001-04-06	92.07
21673	2002-04-29	78.75
21673	2005-05-25	96.78
21675	2002-06-23	16.35
21675	2008-06-14	17.85
21675	2009-01-12	18.25
21676	2003-11-25	60.14
21676	2004-02-10	68.47
21677	2000-02-08	41.94
21677	2004-04-21	69.16
21678	2007-05-09	41.87
21679	2000-06-04	374.72
21679	2007-04-02	298.06
21680	2000-01-30	97.86
21680	2011-01-28	80.03
21681	2000-09-03	16.54
21681	2001-08-31	16.54
21681	2010-09-10	16.54
21683	2003-02-21	187.69
21683	2008-04-08	174.55
21684	2000-03-08	41.98
21684	2004-06-29	59.66
21685	2001-06-18	48.82
21685	2002-01-11	48.14
21685	2005-12-03	50.95
21686	2005-07-06	7.75
21687	2001-10-27	88.95
21687	2002-06-23	131.97
21687	2003-08-05	116.00
21688	2004-10-18	473.57
21689	2006-01-29	299.94
21689	2010-04-02	336.27
21690	2001-09-14	375.11
21690	2004-01-27	375.11
21690	2006-09-03	375.11
21692	2000-03-13	264.98
21692	2010-04-02	257.74
21693	2003-02-08	326.58
21694	2005-12-19	31.13
21694	2011-05-31	33.88
21695	2005-05-28	75.73
21695	2008-10-20	77.05
21695	2009-02-26	95.33
21696	2004-10-19	272.48
21697	2000-12-20	47.47
21697	2000-12-26	47.47
21697	2003-07-01	40.65
21697	2006-06-04	45.52
21697	2006-11-07	47.47
21698	2002-04-23	94.95
21698	2007-11-17	96.15
21699	2010-10-08	235.83
21700	2000-01-10	61.48
21700	2010-04-17	104.45
21702	2002-05-20	160.79
21702	2004-10-25	238.85
21703	2010-03-18	221.13
21704	2005-10-26	57.87
21705	2001-12-29	144.83
21705	2005-03-20	150.90
21707	2000-12-13	64.40
21707	2011-06-07	168.67
21708	2000-10-23	25.82
21708	2000-11-23	27.70
21709	2001-08-12	218.60
21709	2003-10-03	284.79
21709	2004-02-28	221.97
21709	2004-05-02	188.40
21711	2001-10-02	147.79
21711	2006-06-22	205.27
21711	2007-06-08	204.70
21711	2007-08-24	193.22
21712	2010-07-18	9.97
21713	2008-12-25	180.83
21715	2006-06-18	300.41
21715	2007-01-09	350.35
21715	2008-02-22	322.11
21716	2003-06-16	342.23
21716	2005-06-05	344.02
21717	2001-10-08	123.33
21717	2008-12-09	121.55
21717	2009-06-22	128.42
21718	2008-05-06	251.79
21718	2010-08-07	266.00
21719	2002-11-16	493.87
21720	2005-08-10	95.00
21720	2006-03-01	138.13
21720	2008-10-31	135.51
21721	2003-08-14	97.40
21721	2008-08-15	103.88
21721	2011-01-30	101.69
21722	2003-07-14	52.20
21722	2003-10-18	54.54
21722	2008-05-06	41.87
21723	2003-08-15	84.77
21723	2006-06-10	70.94
21724	2002-05-29	144.69
21724	2002-07-03	216.70
21724	2005-12-13	139.17
21724	2006-08-28	174.89
21725	2001-12-16	68.24
21725	2003-09-24	74.26
21725	2007-06-20	63.10
21725	2008-09-10	64.39
21725	2010-11-01	54.26
21726	2011-09-01	262.86
21727	2006-07-20	155.23
21727	2008-06-13	165.22
21728	2004-10-16	57.33
21728	2009-01-27	67.99
21728	2009-08-01	58.60
21729	2007-01-15	240.71
21729	2009-12-10	247.89
21730	2001-02-23	184.70
21730	2001-10-06	165.14
21730	2009-08-01	185.33
21732	2000-09-11	30.03
21732	2004-11-23	24.94
21732	2007-09-01	25.32
21732	2010-05-13	27.54
21732	2010-06-05	37.54
21733	2003-12-04	132.10
21733	2010-08-22	95.79
21733	2010-09-03	141.64
21735	2007-01-29	92.75
21735	2009-03-23	79.10
21737	2006-06-26	298.20
21737	2011-03-27	283.07
21738	2012-02-09	450.62
21739	2011-11-24	47.84
21740	2003-05-14	467.36
21741	2004-04-23	21.53
21741	2005-04-16	19.10
21742	2000-09-23	28.66
21742	2006-03-11	36.89
21742	2010-06-21	44.06
21743	2008-08-16	65.09
21743	2010-01-24	106.67
21744	2011-08-12	236.40
21745	2000-10-07	100.94
21746	2001-03-21	182.06
21746	2012-02-29	196.45
21747	2000-02-01	28.46
21747	2001-06-23	30.84
21747	2002-04-09	30.84
21747	2010-04-11	30.84
21748	2001-01-11	105.00
21749	2003-02-18	140.39
21749	2004-01-03	159.24
21750	2005-07-12	122.15
21750	2005-08-29	182.04
21750	2006-11-05	216.30
21751	2000-10-24	31.12
21751	2007-02-08	26.26
21751	2007-02-10	32.04
21751	2008-07-24	21.73
21752	2007-01-16	33.35
21752	2007-12-12	62.77
21753	2007-07-18	83.78
21753	2010-12-06	79.34
21754	2001-01-23	194.50
21754	2007-07-26	215.72
21755	2010-01-31	48.55
21755	2010-08-15	64.15
21756	2009-10-28	67.38
21756	2010-10-21	52.94
21757	2004-10-19	170.17
21758	2004-01-14	222.75
21758	2011-10-24	234.14
21759	2003-08-03	149.98
21760	2006-10-10	254.25
21760	2007-10-10	258.98
21760	2010-05-08	230.14
21760	2011-01-17	246.34
21761	2009-06-03	120.90
21761	2010-06-14	126.10
21764	2003-04-10	110.34
21764	2004-05-16	112.52
21764	2006-08-22	110.37
21764	2007-10-31	93.08
21765	2002-02-08	1.02
21765	2002-04-28	1.07
21766	2004-07-29	49.52
21767	2007-12-22	136.12
21767	2008-04-16	132.85
21768	2002-10-23	117.47
21769	2000-04-25	34.74
21769	2004-03-20	34.74
21769	2004-12-25	34.74
21769	2006-09-20	34.74
21770	2000-09-09	89.24
21771	2006-08-19	70.19
21771	2008-02-17	64.33
21771	2010-08-18	65.67
21772	2005-01-31	205.04
21772	2010-10-26	238.56
21773	2004-12-25	197.38
21775	2000-05-07	126.73
21775	2008-12-15	126.73
21777	2010-04-18	288.17
21777	2011-03-01	232.70
21778	2007-08-19	277.53
21778	2009-04-03	317.96
21779	2006-10-05	117.38
21780	2006-01-02	111.02
21780	2006-07-19	105.54
21780	2007-12-03	122.27
21780	2012-02-28	132.90
21781	2001-11-05	139.19
21781	2008-02-20	114.82
21782	2001-07-17	11.45
21782	2012-02-22	14.19
21783	2000-08-27	246.70
21783	2002-02-07	202.51
21783	2003-07-13	265.78
21783	2010-12-24	182.94
21784	2006-01-30	220.44
21784	2010-01-02	242.46
21785	2007-04-07	187.84
21785	2007-04-30	187.84
21785	2011-06-15	187.84
21785	2011-09-27	187.84
21786	2000-07-12	451.33
21786	2000-12-26	469.91
21786	2003-11-24	354.92
21786	2008-05-01	363.29
21787	2001-12-08	374.39
21788	2010-02-02	281.56
21789	2005-12-15	109.62
21789	2007-01-22	137.75
21789	2010-12-01	151.00
21789	2012-06-08	132.87
21790	2000-02-02	22.99
21790	2012-04-03	30.41
21791	2002-04-01	23.42
21791	2010-08-13	29.93
21791	2011-02-11	22.32
21791	2011-10-29	27.74
21792	2000-09-20	296.54
21792	2001-06-17	237.78
21793	2010-03-16	316.19
21795	2005-12-30	66.97
21795	2008-03-31	53.88
21796	2001-04-06	119.58
21796	2007-07-29	86.12
21796	2011-08-10	67.00
21797	2003-02-23	333.36
21797	2010-08-20	333.36
21798	2002-01-04	8.99
21798	2002-12-27	8.10
21798	2003-10-27	7.56
21798	2006-12-12	8.99
21799	2008-06-10	231.51
21800	2000-08-07	298.74
21800	2008-04-30	284.71
21800	2008-07-07	306.71
21801	2001-01-19	339.28
21801	2009-02-22	310.04
21802	2001-06-11	103.79
21802	2005-02-19	121.90
21802	2008-09-08	121.52
21805	2001-03-25	229.76
21806	2006-11-09	156.91
21807	2001-04-22	73.92
21807	2006-06-21	114.32
21808	2008-03-27	29.94
21808	2011-09-13	30.69
21809	2003-05-17	31.94
21809	2006-10-07	42.16
21809	2007-09-21	35.28
21810	2001-07-23	22.73
21811	2003-06-25	95.82
21812	2011-01-04	263.32
21812	2011-03-09	228.71
21813	2008-08-13	67.68
21813	2010-03-01	70.55
21813	2011-10-18	73.67
21815	2001-09-17	321.65
21815	2003-06-05	368.18
21819	2000-10-26	95.09
21819	2001-12-16	149.87
21819	2005-11-14	90.24
21819	2012-01-16	216.49
21820	2007-10-16	17.74
21821	2003-12-20	88.68
21821	2004-05-28	107.88
21821	2008-01-22	132.18
21821	2009-05-11	111.03
21822	2000-12-03	130.81
21822	2001-10-12	158.70
21822	2002-10-10	104.08
21822	2010-06-01	90.00
21822	2011-11-04	69.20
21823	2009-08-26	5.44
21824	2000-07-16	161.32
21824	2005-06-04	135.52
21824	2005-08-12	250.15
21824	2012-06-02	235.72
21825	2010-01-04	24.31
21825	2012-06-12	13.89
21827	2000-01-03	331.39
21827	2002-02-13	332.67
21827	2008-07-23	376.19
21828	2005-09-24	61.38
21829	2002-04-22	449.41
21830	2002-04-14	195.06
21831	2012-06-09	68.44
21833	2000-03-23	110.56
21833	2002-02-02	122.29
21833	2005-05-11	137.63
21835	2004-08-14	285.65
21835	2010-09-18	285.65
21836	2006-02-17	32.68
21836	2006-03-13	32.68
21836	2012-03-10	32.68
21837	2008-01-09	325.71
21837	2008-11-22	321.81
21837	2010-02-19	362.94
21838	2001-05-15	242.69
21838	2004-05-06	210.17
21839	2011-04-25	181.54
21839	2012-04-22	181.54
21841	2007-11-23	219.96
21842	2010-05-19	183.78
21843	2004-10-23	200.30
21844	2007-10-27	58.89
21845	2002-05-07	427.75
21845	2003-03-23	427.75
21845	2004-07-13	427.75
21846	2007-03-20	191.05
21847	2007-08-15	234.36
21847	2008-01-31	277.80
21848	2011-09-29	269.40
21849	2011-03-30	410.41
21850	2000-12-18	175.65
21850	2012-03-28	175.65
21851	2006-10-07	57.40
21852	2007-06-01	400.57
21852	2011-05-05	478.49
21853	2003-06-29	36.49
21853	2010-04-17	47.18
21854	2001-07-03	123.99
21854	2006-08-09	175.29
21855	2007-02-01	111.66
21855	2012-06-14	78.46
21856	2003-07-28	57.67
21857	2012-06-02	169.08
21858	2000-12-18	100.01
21859	2009-09-03	401.64
21859	2012-04-18	401.64
21860	2001-05-10	83.66
21860	2004-02-13	88.62
21861	2005-03-08	265.07
21861	2006-09-27	273.57
21861	2009-03-28	239.39
21863	2000-06-29	41.00
21863	2001-10-10	30.29
21863	2007-10-22	39.99
21863	2008-05-14	38.17
21864	2005-01-30	40.22
21864	2007-09-26	64.67
21864	2008-02-28	28.73
21865	2012-01-20	291.85
21866	2003-05-20	53.06
21866	2009-02-03	38.53
21867	2005-03-19	82.48
21868	2003-11-08	283.45
21868	2006-09-22	311.65
21868	2009-07-31	271.01
21869	2004-07-18	56.51
21869	2008-12-27	34.83
21869	2011-11-29	52.63
21870	2005-01-11	336.49
21871	2005-03-23	11.60
21872	2004-10-10	104.48
21872	2006-07-05	104.48
21872	2010-12-22	104.48
21873	2001-12-06	129.98
21873	2006-01-04	136.25
21873	2012-03-12	91.29
21875	2003-02-21	211.37
21877	2001-06-02	328.20
21877	2004-12-29	253.21
21877	2008-01-21	224.30
21878	2000-05-19	238.14
21878	2005-10-31	274.76
21878	2007-01-29	224.40
21878	2007-10-28	153.68
21879	2003-05-29	45.65
21879	2010-07-01	34.35
21879	2011-01-24	49.44
21880	2001-03-15	356.67
21881	2010-05-13	360.51
21882	2001-12-05	10.67
21882	2008-10-26	6.31
21882	2010-08-04	14.69
21883	2008-06-23	131.74
21883	2009-06-24	134.70
21884	2004-04-26	274.74
21885	2004-12-14	94.19
21885	2009-06-22	90.56
21886	2002-11-28	48.36
21886	2006-11-02	86.90
21887	2000-07-05	356.18
21887	2001-10-23	326.30
21887	2005-07-30	319.21
21887	2011-02-10	373.36
21890	2010-06-27	75.05
21890	2012-02-07	112.57
21891	2003-07-20	130.57
21892	2000-12-11	146.78
21893	2006-07-26	268.83
21894	2001-01-10	23.74
21894	2006-12-09	43.42
21894	2009-11-30	40.96
21895	2001-06-02	54.92
21895	2002-06-17	48.48
21896	2010-05-21	35.44
21897	2004-11-07	244.74
21897	2007-10-03	244.74
21897	2010-04-22	244.74
21898	2004-05-29	141.07
21900	2005-10-08	292.01
21901	2001-07-18	167.14
21901	2002-09-06	167.14
21901	2008-03-26	167.14
21901	2010-03-06	164.38
21902	2006-03-03	468.04
21902	2010-05-19	465.82
21902	2011-06-21	421.45
21903	2012-03-18	244.46
21904	2002-09-09	74.91
21905	2007-05-11	123.30
21906	2010-08-24	65.81
21907	2012-06-03	148.91
21909	2006-07-20	193.09
21909	2007-11-23	272.53
21909	2011-07-14	228.18
21910	2006-09-19	160.13
21910	2007-02-27	178.74
21911	2004-01-08	77.79
21911	2008-12-09	110.73
21912	2006-03-26	151.66
21913	2004-04-21	82.59
21914	2005-06-21	25.33
21914	2007-06-13	18.58
21915	2000-12-19	93.21
21915	2001-07-14	71.64
21917	2003-01-02	2.76
21918	2004-01-05	342.74
21919	2001-12-28	323.98
21919	2005-10-01	361.39
21919	2006-09-27	307.45
21920	2006-06-18	82.59
21920	2008-10-07	92.32
21920	2009-03-18	93.09
21920	2011-04-12	67.74
21921	2000-02-17	236.11
21921	2000-03-04	221.07
21921	2001-07-31	196.52
21922	2006-07-07	47.65
21922	2012-01-19	71.07
21923	2005-09-09	173.61
21923	2007-10-19	167.07
21923	2008-12-20	173.61
21924	2003-05-21	260.85
21924	2005-10-09	262.36
21924	2008-07-19	295.49
21926	2003-09-22	106.34
21926	2005-05-12	69.33
21927	2004-02-24	134.20
21928	2001-05-23	78.59
21928	2001-12-09	77.17
21928	2005-01-06	78.59
21929	2000-10-29	369.52
21929	2005-07-28	334.46
21929	2005-08-20	417.56
21929	2011-03-21	400.98
21929	2012-01-11	316.47
21930	2008-03-25	178.72
21931	2007-05-20	53.28
21932	2002-12-10	204.81
21932	2007-08-05	204.81
21933	2006-12-11	184.34
21933	2011-05-21	160.88
21934	2008-08-15	69.30
21934	2012-05-16	71.96
21935	2003-06-13	77.68
21935	2012-05-18	129.56
21936	2002-06-23	294.28
21936	2004-02-27	307.83
21937	2001-12-21	196.80
21937	2003-08-26	174.63
21938	2003-11-07	75.61
21939	2002-10-01	81.74
21939	2004-02-29	90.54
21939	2008-01-14	66.56
21940	2004-06-15	137.52
21940	2008-05-08	137.52
21940	2011-02-27	137.52
21941	2005-09-20	292.64
21941	2010-10-20	258.14
21942	2008-08-31	341.57
21942	2012-06-18	304.47
21943	2002-10-16	46.60
21943	2005-10-17	46.08
21943	2007-01-18	46.60
21943	2007-09-09	46.60
21944	2008-12-13	120.64
21945	2006-07-22	284.02
21945	2010-06-08	266.52
21946	2005-05-31	209.26
21946	2007-05-20	266.00
21947	2000-11-15	129.76
21947	2002-06-14	140.66
21948	2000-01-08	414.30
21948	2005-04-12	371.37
21948	2009-07-17	361.23
21948	2012-03-16	382.38
21949	2004-06-27	348.30
21949	2008-06-27	348.30
21950	2002-06-30	86.83
21951	2008-08-28	47.32
21951	2010-01-04	47.32
21952	2008-09-28	318.35
21952	2011-04-26	355.57
21954	2001-06-11	310.71
21954	2005-09-28	391.78
21954	2011-11-09	297.86
21955	2011-11-03	30.25
21956	2005-07-10	26.27
21957	2006-03-27	295.42
21961	2004-07-16	226.66
21962	2004-09-15	158.97
21962	2005-07-31	110.34
21962	2007-03-01	155.84
21962	2008-02-27	115.65
21963	2000-04-22	48.22
21963	2006-03-23	50.68
21963	2011-02-22	72.83
21964	2003-02-23	157.60
21964	2008-05-28	157.60
21964	2009-07-14	157.60
21965	2007-01-29	153.66
21965	2009-06-17	153.66
21966	2003-08-07	134.84
21966	2010-09-03	152.73
21969	2009-12-12	153.91
21970	2001-01-21	227.21
21970	2002-07-07	284.34
21970	2010-04-14	302.42
21972	2007-11-04	185.33
21972	2012-05-13	182.81
21973	2004-04-26	227.18
21973	2009-07-25	227.18
21974	2000-04-10	230.98
21974	2010-04-04	266.04
21975	2000-02-10	250.65
21975	2003-01-02	170.44
21975	2009-04-04	225.69
21975	2010-09-16	178.80
21975	2012-03-30	201.41
21976	2012-05-18	84.28
21977	2009-02-23	44.03
21977	2009-11-08	50.28
21978	2004-01-27	324.86
21978	2004-04-24	324.86
21979	2006-07-13	481.76
21979	2009-07-23	488.74
21980	2003-01-30	326.62
21980	2006-09-19	330.46
21982	2001-11-01	158.19
21982	2002-03-05	143.97
21982	2002-05-24	151.54
21983	2004-12-19	153.98
21983	2007-03-20	162.16
21983	2009-10-11	108.40
21984	2003-04-26	55.00
21984	2010-05-31	47.18
21984	2011-04-15	67.90
21985	2000-07-08	131.26
21985	2010-05-29	154.92
21985	2011-10-07	190.35
21986	2010-09-23	78.77
21987	2004-04-02	302.12
21987	2004-04-17	332.57
21987	2005-02-23	297.03
21987	2006-11-07	273.68
21987	2006-12-01	263.55
21988	2000-02-28	326.68
21988	2002-01-23	331.36
21988	2002-12-01	293.94
21989	2009-03-20	105.42
21990	2012-03-01	107.82
21991	2000-08-01	40.20
21992	2005-10-02	104.06
21992	2007-08-11	184.44
21992	2007-09-03	167.78
21992	2011-12-06	84.98
21993	2011-07-24	85.54
21994	2002-10-04	192.17
21994	2010-06-18	192.80
21995	2010-02-18	79.97
21996	2009-05-27	62.03
21996	2011-02-02	65.33
21996	2011-09-12	58.71
21996	2012-02-07	76.13
21997	2005-09-12	217.63
21997	2010-03-13	215.52
21998	2001-01-31	201.21
21998	2004-04-25	239.13
21998	2006-10-23	205.44
21998	2008-09-21	181.78
21998	2012-03-05	164.61
21999	2001-03-16	70.63
21999	2006-02-11	123.47
21999	2006-03-31	88.29
22000	2004-01-25	243.00
22001	2000-03-01	70.24
22001	2002-10-06	61.75
22002	2004-11-20	328.04
22002	2011-01-30	328.04
22003	2001-01-01	37.51
22004	2002-09-23	5.51
22004	2006-03-04	4.84
22005	2004-10-12	174.44
22005	2010-04-10	145.29
22005	2010-07-16	156.45
22005	2010-11-26	141.60
22007	2001-08-27	105.13
22007	2009-01-23	90.71
22007	2009-03-22	81.23
22007	2010-10-29	77.07
22008	2006-04-07	57.76
22008	2006-08-24	55.02
22009	2000-06-21	263.60
22009	2003-03-13	331.33
22009	2007-04-05	347.25
22010	2005-07-11	143.19
22011	2000-08-23	433.34
22011	2002-12-19	400.75
22011	2011-01-21	433.34
22011	2012-06-22	433.34
22013	2008-05-14	239.79
22014	2006-12-22	24.28
22014	2010-01-22	35.76
22015	2012-02-28	37.05
22016	2008-06-02	93.10
22016	2010-07-22	101.68
22017	2003-06-11	18.34
22017	2007-04-08	18.20
22017	2010-12-27	14.73
22018	2003-06-29	12.58
22018	2004-06-26	12.58
22018	2007-10-01	12.58
22019	2010-01-18	395.40
22020	2011-01-26	378.38
22022	2000-06-21	99.01
22023	2004-07-18	70.97
22023	2010-07-16	70.63
22023	2011-04-24	69.27
22023	2011-08-05	63.50
22024	2006-11-24	190.38
22024	2008-11-10	188.48
22025	2002-01-05	141.31
22025	2007-12-12	132.68
22025	2012-03-06	197.84
22026	2004-09-18	199.84
22027	2007-06-30	234.17
22028	2004-10-21	330.67
22028	2005-10-11	414.22
22028	2011-12-16	433.55
22029	2003-02-14	72.38
22029	2003-08-24	66.78
22030	2008-06-06	222.80
22030	2011-08-11	272.03
22031	2004-03-25	40.47
22031	2005-09-29	43.71
22032	2001-09-09	186.32
22032	2002-10-31	201.63
22033	2007-10-16	134.76
22033	2011-05-29	123.47
22034	2006-12-04	9.87
22035	2001-03-28	203.49
22035	2001-08-20	195.78
22035	2010-06-07	203.49
22036	2003-10-06	152.81
22036	2011-02-06	118.89
22037	2008-10-24	102.21
22037	2009-05-28	142.08
22039	2000-08-28	371.12
22040	2001-08-15	15.20
22041	2006-08-28	49.01
22041	2009-09-29	39.65
22042	2002-01-22	96.93
22044	2001-09-23	22.04
22044	2002-12-27	19.49
22044	2004-06-11	19.23
22044	2004-10-12	25.56
22044	2007-07-02	14.78
22045	2003-09-10	218.86
22045	2007-08-14	215.59
22045	2011-03-04	212.12
22046	2006-08-28	122.48
22047	2000-11-12	2.64
22047	2000-12-17	2.26
22047	2003-03-31	2.64
22048	2002-12-09	109.28
22050	2001-04-24	382.50
22050	2008-11-26	342.17
22050	2010-03-03	313.06
22051	2007-04-18	40.40
22053	2011-08-30	430.62
22054	2008-06-02	174.92
22054	2011-10-19	192.66
22056	2003-03-17	271.77
22056	2006-02-12	249.89
22056	2010-10-15	245.06
22057	2011-01-10	123.62
22059	2006-10-04	232.37
22059	2007-01-27	235.10
22059	2009-11-09	257.55
22059	2012-04-17	257.55
22060	2003-06-17	8.24
22060	2006-08-14	12.25
22061	2010-10-07	152.16
22065	2001-01-23	18.90
22065	2005-04-21	16.84
22067	2000-03-16	219.63
22067	2005-01-05	266.56
22068	2005-05-26	318.12
22068	2011-03-14	250.24
22069	2008-09-21	178.12
22070	2000-03-25	247.24
22070	2003-05-14	276.49
22071	2005-06-10	59.40
22071	2010-10-11	73.89
22071	2012-05-22	56.51
22072	2002-12-25	168.73
22073	2008-11-18	29.22
22073	2011-12-02	58.28
22074	2006-02-01	384.05
22074	2011-08-23	384.05
22075	2007-09-28	348.25
22077	2001-09-03	81.34
22077	2004-11-28	99.59
22079	2004-10-31	327.84
22079	2012-02-27	267.58
22080	2001-04-27	39.62
22080	2012-03-30	45.85
